full_address,council_area,property_type,development_zone_base,property_count,lot_size
10 BIRDWOOD AVENUE,GREATER DANDENONG,HOUSE,General Residential Zone,2,Small
29 RADNOR STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
3 HESLEDEN STREET,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
7 DENMARK STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
1 BELLETT STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
29 VIEW STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
29 WEDGE STREET,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
142 LIGHTWOOD ROAD,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
97 HAMMOND ROAD,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
29 WASHINGTON STREET,STONNINGTON,UNIT,General Residential Zone,2,Small
1 BELGRAVE ROAD,STONNINGTON,UNIT,General Residential Zone,2,Small
3 HARRY STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
7 LANGTON STREET,MERRI-BEK,HOUSE,General Residential Zone,2,Small
7 LASCELLES AVENUE,STONNINGTON,UNIT,General Residential Zone,2,Small
7 DERRY STREET,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
15 LYNNE STREET,MANNINGHAM,UNIT,General Residential Zone,2,Small
3 HAWKSBURN ROAD,STONNINGTON,UNIT,Neighbourhood Residential Zone,2,Small
950 HEATHERTON ROAD,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
7 LEMAN CRESCENT,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
29 TRAM ROAD,MANNINGHAM,UNIT,Residential Growth Zone,2,Small
12 STANLEY STREET,GREATER DANDENONG,HOUSE,Residential Growth Zone,2,Small
7 DIANNE STREET,MANNINGHAM,UNIT,General Residential Zone,2,Small
12 SUNNYSIDE AVENUE,GREATER DANDENONG,UNIT,Residential Growth Zone,2,Small
29 PROSPECT STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
29 POTTER STREET,GREATER DANDENONG,UNIT,Residential Growth Zone,2,Small
29 LOGAN STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
7 MAUD STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
15 LINCOLN ROAD,MOONEE VALLEY,HOUSE,General Residential Zone,2,Small
3 JANSON STREET,MARIBYRNONG,HOUSE,General Residential Zone,2,Small
3 JEPSON STREET,MARIBYRNONG,UNIT,General Residential Zone,2,Small
3 JESSIE STREET,GREATER DANDENONG,UNIT,Neighbourhood Residential Zone,2,Small
151 SUMMERHILL ROAD,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
151 SUSSEX STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
151 WATTLE VALLEY ROAD,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
7 MARY STREET,MELBOURNE,HOUSE,Mixed Use Zone,2,Small
7 MCCULLOCH STREET,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
7 MCFARLANE CRESCENT,GREATER DANDENONG,UNIT,Residential Growth Zone,2,Small
15 LEONARD AVENUE,MERRI-BEK,UNIT,General Residential Zone,2,Small
7 MCLACHLAN STREET,MANNINGHAM,UNIT,General Residential Zone,2,Small
29 LARLAC STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
3 KANDRA STREET,GREATER DANDENONG,UNIT,Neighbourhood Residential Zone,2,Small
3 KARA STREET,MANNINGHAM,UNIT,General Residential Zone,2,Small
142 BARKLY STREET,MERRI-BEK,UNIT,General Residential Zone,2,Small
3 IRVING ROAD,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
29 PATTERSON STREET,PORT PHILLIP,UNIT,Neighbourhood Residential Zone,2,Small
7 MANALLACK STREET,MERRI-BEK,UNIT,Mixed Use Zone,2,Small
1508 MALVERN ROAD,STONNINGTON,UNIT,Residential Growth Zone,2,Small
15 LITTLE QUEENSBERRY STREET,MELBOURNE,UNIT,Mixed Use Zone,2,Small
7 DARLINGTON GROVE,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
7 MACKAY STREET,STONNINGTON,HOUSE,Neighbourhood Residential Zone,2,Small
97 NAPIER CRESCENT,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
7 MAIN STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
7 MAITLAND STREET,STONNINGTON,UNIT,General Residential Zone,2,Small
151 BEACH STREET,PORT PHILLIP,UNIT,Residential Growth Zone,2,Small
29 MELBOURNE AVENUE,MERRI-BEK,UNIT,General Residential Zone,2,Small
3 ILA STREET,MERRI-BEK,UNIT,General Residential Zone,2,Small
29 NOCKOLDS CRESCENT,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
7 MANTON STREET,YARRA,UNIT,General Residential Zone,2,Small
10 BLACKBURN STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
151 BRADSHAW STREET,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
151 CHURCH STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
29 MERCER ROAD,STONNINGTON,UNIT,General Residential Zone,2,Small
14 TREADWELL ROAD,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
15 PATERSON ROAD,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
93 LANGHORNE STREET,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
30 KIREEP ROAD,BOROONDARA,UNIT,General Residential Zone,2,Small
148 BUCKLEY STREET,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
16 THACKERAY STREET,PORT PHILLIP,UNIT,General Residential Zone,2,Small
148 BLYTH STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
148 BEVERLEY STREET,MANNINGHAM,UNIT,General Residential Zone,2,Small
72 ESSEX ROAD,BOROONDARA,HOUSE,Neighbourhood Residential Zone,2,Small
26 NOCKOLDS CRESCENT,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
1237 HEATHERTON ROAD,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
26 NEVIS STREET,BOROONDARA,UNIT,General Residential Zone,2,Small
148 CORRIGAN ROAD,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
16 THEODORE AVENUE,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
72 FARADAY STREET,MELBOURNE,UNIT,General Residential Zone,2,Small
26 MOREY STREET,BOROONDARA,UNIT,General Residential Zone,2,Small
26 MORELL STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
26 MORELAND ROAD,MERRI-BEK,UNIT,General Residential Zone,2,Small
91 WELLINGTON STREET,PORT PHILLIP,UNIT,Mixed Use Zone,2,Small
99 ROBERTS STREET,MARIBYRNONG,HOUSE,Mixed Use Zone,2,Small
30 JONES ROAD,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
26 PIPER STREET,MERRI-BEK,UNIT,General Residential Zone,2,Small
30 MOOLTAN STREET,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
16 SHARON ROAD,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
1232 HEATHERTON ROAD,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
16 RUTHERGLEN STREET,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
684 RIVERSDALE ROAD,BOROONDARA,HOUSE,General Residential Zone,2,Small
72 CHARLES STREET,YARRA,UNIT,General Residential Zone,2,Small
16 SAMARINDA AVENUE,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
26 ROCKLEY ROAD,STONNINGTON,UNIT,General Residential Zone,2,Small
26 REGENT STREET,BOROONDARA,UNIT,General Residential Zone,2,Small
148 DEAKIN STREET,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
16 STELLA STREET,MERRI-BEK,UNIT,General Residential Zone,2,Small
148 CUMBERLAND ROAD,MERRI-BEK,UNIT,General Residential Zone,2,Small
1232 OLD BURKE ROAD,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
26 RANKINS ROAD,MELBOURNE,UNIT,General Residential Zone,2,Small
683 RIVERSDALE ROAD,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
30 JOFFRE STREET,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
911 TOORAK ROAD,BOROONDARA,UNIT,General Residential Zone,2,Small
1 TREESBANK AVENUE,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
16 VICTORIA STREET,MANNINGHAM,UNIT,General Residential Zone,2,Small
26 MAYFAIR AVENUE,MANNINGHAM,UNIT,General Residential Zone,2,Small
1 CATHCART STREET,MARIBYRNONG,UNIT,General Residential Zone,2,Small
30 MILNE STREET,MANNINGHAM,HOUSE,General Residential Zone,2,Small
147 ROBERTS STREET,MOONEE VALLEY,HOUSE,General Residential Zone,2,Small
1 CHANDLER STREET,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
26 JESSON CRESCENT,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
30 MADELEINE STREET,MANNINGHAM,UNIT,General Residential Zone,2,Small
68 WATTLE VALLEY ROAD,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
26 JEFFERS STREET,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
147 NOBLE STREET,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
16 WHARTON STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
99 ROSE STREET,MERRI-BEK,UNIT,General Residential Zone,2,Small
26 IRYMPLE AVENUE,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
124 DALEY STREET,MERRI-BEK,HOUSE,General Residential Zone,2,Small
16 WIDFORD STREET,MERRI-BEK,UNIT,General Residential Zone,2,Small
16 WILLS STREET,STONNINGTON,UNIT,General Residential Zone,2,Small
16 WIMPOLE STREET,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
16 WOODVALE GROVE,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
26 HOPETOUN STREET,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
1 TOLLINGTON AVENUE,STONNINGTON,UNIT,General Residential Zone,2,Small
147 VICTORIA STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
30 LISSON GROVE,BOROONDARA,UNIT,General Residential Zone,2,Small
26 KENSINGTON ROAD,STONNINGTON,UNIT,General Residential Zone,2,Small
68 WINIFRED STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
1475 HEATHERTON ROAD,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
26 LYNDEN STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
99 SHEFFIELD STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
124 ARVON ROAD,MOONEE VALLEY,HOUSE,General Residential Zone,2,Small
124 BEVERLEY STREET,MANNINGHAM,UNIT,General Residential Zone,2,Small
16 WALLACE AVENUE,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
72 KING STREET,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
91 STATION ROAD,MERRI-BEK,UNIT,General Residential Zone,2,Small
26 LEE AVENUE,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
26 LARBERT ROAD,GREATER DANDENONG,HOUSE,General Residential Zone,2,Small
30 LAWSON STREET,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
91 RALEIGH ROAD,MARIBYRNONG,UNIT,General Residential Zone,2,Small
26 KIEWA STREET,MANNINGHAM,UNIT,General Residential Zone,2,Small
147 WILLSMERE ROAD,BOROONDARA,HOUSE,Neighbourhood Residential Zone,2,Small
26 ROYAL AVENUE,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
72 CAMPBELL ROAD,BOROONDARA,UNIT,General Residential Zone,2,Small
16 RONALD AVENUE,MANNINGHAM,UNIT,General Residential Zone,2,Small
69 CLAUSCEN STREET,YARRA,UNIT,Neighbourhood Residential Zone,2,Small
92 EASEY STREET,YARRA,UNIT,Neighbourhood Residential Zone,2,Small
265 BARKLY STREET,PORT PHILLIP,UNIT,General Residential Zone,2,Small
264 WALSH STREET,MELBOURNE,UNIT,General Residential Zone,2,Small
16 PARK STREET,MERRI-BEK,UNIT,Residential Growth Zone,2,Small
1483 HIGH STREET,STONNINGTON,UNIT,General Residential Zone,2,Small
123 GORDON STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
264 BEACONSFIELD PARADE,PORT PHILLIP,UNIT,General Residential Zone,2,Small
71 THROUGH ROAD,BOROONDARA,UNIT,General Residential Zone,2,Small
16 PRINCES STREET,YARRA,HOUSE,General Residential Zone,2,Small
263 WILLIAMS ROAD,STONNINGTON,UNIT,General Residential Zone,2,Small
71 WINFIELD ROAD,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
262 REYNARD STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
262 MORELAND ROAD,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
1 VICKI COURT,MANNINGHAM,UNIT,General Residential Zone,2,Small
262 DOMAIN ROAD,STONNINGTON,UNIT,General Residential Zone,2,Small
262 CORRIGAN ROAD,GREATER DANDENONG,UNIT,Neighbourhood Residential Zone,2,Small
266 MANNINGHAM ROAD,MANNINGHAM,UNIT,Residential Growth Zone,2,Small
266 WATERLOO ROAD,MERRI-BEK,UNIT,General Residential Zone,2,Small
92 FARNHAM STREET,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
123 COPPIN STREET,YARRA,HOUSE,General Residential Zone,2,Small
269 MANNINGHAM ROAD,MANNINGHAM,UNIT,Residential Growth Zone,2,Small
30 EDMUND STREET,YARRA,UNIT,Neighbourhood Residential Zone,2,Small
269 ALBION STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
268 INKERMAN STREET,PORT PHILLIP,FLATS,Commercial 1 Zone,2,Small
12 LATROBE STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
268 HOPE STREET,MERRI-BEK,UNIT,Residential Growth Zone,2,Small
71 ROSE STREET,YARRA,UNIT,Mixed Use Zone,2,Small
16 ORANGE GROVE,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
99 MCPHERSON STREET,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
30 ELIZABETH STREET,MANNINGHAM,HOUSE,General Residential Zone,2,Small
268 ALEXANDRA PARADE EAST,YARRA,UNIT,Mixed Use Zone,2,Small
30 ESPLANADE PLACE,PORT PHILLIP,HOUSE,Neighbourhood Residential Zone,2,Small
267 MT ALEXANDER ROAD,MOONEE VALLEY,UNIT,Commercial 1 Zone,2,Small
69 CUMBERLAND ROAD,MERRI-BEK,UNIT,General Residential Zone,2,Small
92 FOOTE STREET,MANNINGHAM,UNIT,General Residential Zone,2,Small
261 WILLIAMS ROAD,STONNINGTON,UNIT,General Residential Zone,2,Small
712 ELGAR ROAD,MANNINGHAM,UNIT,Residential Growth Zone,2,Small
1230 OLD BURKE ROAD,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
123 WESTBURY STREET,PORT PHILLIP,UNIT,General Residential Zone,2,Small
123 STANLEY STREET,MELBOURNE,UNIT,Mixed Use Zone,2,Small
1 ALBERT STREET,MERRI-BEK,UNIT,General Residential Zone,2,Small
26 VERA STREET,MANNINGHAM,UNIT,General Residential Zone,2,Small
16 RHONDA STREET,MANNINGHAM,UNIT,General Residential Zone,2,Small
26 TURNER CLOSE,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
30 GROVE ROAD,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
123 WEST STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
92 BALWYN ROAD,BOROONDARA,UNIT,Commercial 1 Zone,2,Small
1 VASEY GROVE,MANNINGHAM,UNIT,Neighbourhood Residential Zone,2,Small
148 LIGHTWOOD ROAD,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
26 SUNHILL ROAD,MANNINGHAM,UNIT,General Residential Zone,2,Small
26 STRELDON AVENUE,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
72 BEST STREET,YARRA,UNIT,Neighbourhood Residential Zone,2,Small
72 BROADWAY,PORT PHILLIP,UNIT,Neighbourhood Residential Zone,2,Small
99 PLEASANT ROAD,BOROONDARA,UNIT,General Residential Zone,2,Small
30 HELLER STREET,MERRI-BEK,UNIT,Residential Growth Zone,2,Small
26 WATT AVENUE,MERRI-BEK,HOUSE,Neighbourhood Residential Zone,2,Small
148 NOBLE STREET,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
30 GLADSTONE PARADE,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
69 BEVERLEY STREET,MANNINGHAM,UNIT,General Residential Zone,2,Small
16 PROSPECT STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
260 HILTON STREET,MERRI-BEK,UNIT,General Residential Zone,2,Small
714 ORRONG ROAD,STONNINGTON,UNIT,General Residential Zone,2,Small
26 YORK STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
148 PIGDON STREET,YARRA,HOUSE,Neighbourhood Residential Zone,2,Small
16 QUICK STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
26 YARDLEY STREET,MARIBYRNONG,UNIT,General Residential Zone,2,Small
123 RUSKIN STREET,PORT PHILLIP,UNIT,Neighbourhood Residential Zone,2,Small
92 BRUCE STREET,MERRI-BEK,UNIT,General Residential Zone,2,Small
26 WOODLANDS AVENUE,BOROONDARA,HOUSE,Neighbourhood Residential Zone,2,Small
1 URANA DRIVE,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
16 RANGEVIEW GROVE,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
30 FONTEIN STREET,MARIBYRNONG,UNIT,General Residential Zone,2,Small
10 CHANAK STREET,STONNINGTON,HOUSE,Neighbourhood Residential Zone,2,Small
148 OGILVIE STREET,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
147 HOTHAM STREET,YARRA,UNIT,Neighbourhood Residential Zone,2,Small
1 TINTERN AVENUE,STONNINGTON,UNIT,General Residential Zone,2,Small
71 ORLEANS ROAD,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
253 WILLIAMS ROAD,STONNINGTON,UNIT,Neighbourhood Residential Zone,2,Small
73 CLOW STREET,GREATER DANDENONG,UNIT,Residential Growth Zone,2,Small
30 SUTHERLAND STREET,MERRI-BEK,UNIT,General Residential Zone,2,Small
163 CANTERBURY ROAD,BOROONDARA,UNIT,General Residential Zone,2,Small
254 WATTLETREE ROAD,STONNINGTON,UNIT,General Residential Zone,2,Small
125 GEORGE STREET,MELBOURNE,UNIT,General Residential Zone,2,Small
1 CHUSAN CLOSE,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
163 CORRIGAN ROAD,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
146 BLACKBURN ROAD,MANNINGHAM,UNIT,General Residential Zone,2,Small
909 TOORAK ROAD,BOROONDARA,UNIT,General Residential Zone,2,Small
68 HARTINGTON STREET,MERRI-BEK,UNIT,General Residential Zone,2,Small
12 HOTHAM STREET,MANNINGHAM,UNIT,General Residential Zone,2,Small
252 HOPE STREET,MERRI-BEK,UNIT,Residential Growth Zone,2,Small
14 REPTON ROAD,STONNINGTON,UNIT,General Residential Zone,2,Small
1 CLAPHAM STREET,BOROONDARA,UNIT,General Residential Zone,2,Small
900 BURKE ROAD,BOROONDARA,UNIT,General Residential Zone,2,Small
12 HORSFALL STREET,MANNINGHAM,UNIT,Commercial 1 Zone,2,Small
255 WILLIAMS ROAD,STONNINGTON,UNIT,Neighbourhood Residential Zone,2,Small
68 KERNAN STREET,MOONEE VALLEY,HOUSE,General Residential Zone,2,Small
72 PRINCES HIGHWAY,GREATER DANDENONG,UNIT,Residential Growth Zone,2,Small
162 HILTON STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
91 DEAKIN STREET,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
162 BLACKBURN ROAD,MANNINGHAM,HOUSE,Residential Growth Zone,2,Small
14 ROBERTS STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
30 SCOVELL CRESCENT,MARIBYRNONG,HOUSE,General Residential Zone,2,Small
162 BUCKLEY STREET,GREATER DANDENONG,HOUSE,General Residential Zone,2,Small
91 BINDI STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
12 IDA STREET,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
30 SHEPHERD STREET,MARIBYRNONG,UNIT,General Residential Zone,2,Small
162 RIVERSDALE ROAD,BOROONDARA,UNIT,Residential Growth Zone,2,Small
68 LEONARD AVENUE,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
256 UNION ROAD,BOROONDARA,UNIT,General Residential Zone,2,Small
68 KILBY ROAD,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
162 LYGON STREET,MERRI-BEK,UNIT,Commercial 1 Zone,2,Small
30 SPENCER ROAD,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
91 ALMA STREET,MARIBYRNONG,UNIT,General Residential Zone,2,Small
73 CLENDON ROAD,STONNINGTON,UNIT,General Residential Zone,2,Small
68 HAMMOND ROAD,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
145 EDGEVALE ROAD,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
90 YERRIN STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
164 LEBANON STREET,MOONEE VALLEY,HOUSE,General Residential Zone,2,Small
73 LEONARD AVENUE,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
126 BLYTH STREET,MERRI-BEK,UNIT,Commercial 1 Zone,2,Small
126 BRIGHTON ROAD,PORT PHILLIP,UNIT,General Residential Zone,2,Small
164 KERR STREET,YARRA,UNIT,Mixed Use Zone,2,Small
126 BROUGHAM STREET,BOROONDARA,UNIT,General Residential Zone,2,Small
25 WALLACE CRESCENT,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
12 HEMMINGS STREET,GREATER DANDENONG,UNIT,Residential Growth Zone,2,Small
68 CHAPMAN AVENUE,MERRI-BEK,UNIT,General Residential Zone,2,Small
990 HEATHERTON ROAD,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
73 MANNINGHAM ROAD,MANNINGHAM,UNIT,Residential Growth Zone,2,Small
164 NICHOLSON STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
10 COPPIN STREET,STONNINGTON,UNIT,Neighbourhood Residential Zone,2,Small
12 HAROLD STREET,MERRI-BEK,UNIT,General Residential Zone,2,Small
145 WEST STREET,MERRI-BEK,HOUSE,Neighbourhood Residential Zone,2,Small
90 RAILWAY PARADE,MERRI-BEK,UNIT,General Residential Zone,2,Small
68 CARLISLE STREET,PORT PHILLIP,UNIT,General Residential Zone,2,Small
1258 MALVERN ROAD,STONNINGTON,UNIT,Mixed Use Zone,2,Small
25 YERRIN STREET,BOROONDARA,UNIT,General Residential Zone,2,Small
1256 TOORAK ROAD,BOROONDARA,UNIT,General Residential Zone,2,Small
125 TUNSTALL ROAD,MANNINGHAM,UNIT,General Residential Zone,2,Small
73 HENRY STREET,STONNINGTON,UNIT,Neighbourhood Residential Zone,2,Small
30 WILLIAM STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
68 EDGAR STREET,MARIBYRNONG,UNIT,General Residential Zone,2,Small
251 HIGHFIELD ROAD,BOROONDARA,UNIT,General Residential Zone,2,Small
251 DERBY STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
145 ERROL STREET,MELBOURNE,UNIT,Mixed Use Zone,2,Small
30 WIMPOLE STREET,GREATER DANDENONG,HOUSE,General Residential Zone,2,Small
163 VIEW STREET,MERRI-BEK,HOUSE,General Residential Zone,2,Small
250 THOMPSONS ROAD,MANNINGHAM,UNIT,General Residential Zone,2,Small
10 COOPER STREET,MERRI-BEK,UNIT,General Residential Zone,2,Small
145 ESSEX STREET,MARIBYRNONG,UNIT,General Residential Zone,2,Small
73 ISLA AVENUE,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
145 GLEN HUNTLY ROAD,PORT PHILLIP,UNIT,General Residential Zone,2,Small
300 CORRIGAN ROAD,GREATER DANDENONG,UNIT,Neighbourhood Residential Zone,2,Small
250 HIGHFIELD ROAD,BOROONDARA,UNIT,General Residential Zone,2,Small
91 DODDS STREET,MELBOURNE,UNIT,Mixed Use Zone,2,Small
1 CHILDERS ROAD,STONNINGTON,UNIT,General Residential Zone,2,Small
258 MORELAND ROAD,MERRI-BEK,UNIT,Neighbourhood Residential Zone,2,Small
124 KELVINSIDE ROAD,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
72 ST JOHNS AVENUE,GREATER DANDENONG,UNIT,Residential Growth Zone,2,Small
26 EMPIRE STREET,MARIBYRNONG,HOUSE,Residential Growth Zone,2,Small
26 EMMA STREET,MARIBYRNONG,UNIT,General Residential Zone,2,Small
147 CARLTON ROAD,GREATER DANDENONG,UNIT,Neighbourhood Residential Zone,2,Small
14 ROSSLYN STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
72 STUD ROAD,GREATER DANDENONG,UNIT,General Residential Zone,2,Small
68 RADNOR STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
72 TENNYSON STREET,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
161 DEAKIN STREET,MOONEE VALLEY,UNIT,General Residential Zone,2,Small
124 LORNE STREET,MERRI-BEK,UNIT,General Residential Zone,2,Small
26 DRYDEN STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
91 GRANGE ROAD,STONNINGTON,UNIT,General Residential Zone,2,Small
124 MILLSWYN STREET,MELBOURNE,UNIT,General Residential Zone,2,Small
124 MITCHAM ROAD,MANNINGHAM,UNIT,Residential Growth Zone,2,Small
99 STRABANE AVENUE,BOROONDARA,UNIT,Neighbourhood Residential Zone,2,Small
