full_address,council_area,property_type,development_zone_base,land_size_group,suburb,property_count,lot_size
"538 LITTLE LONSDALE STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,medium_area,MELBOURNE,109,Large
"480 RIVERSDALE ROAD, HAWTHORN EAST",BOROONDARA,UNIT,Commercial 1 Zone,large_area,HAWTHORN EAST,108,Large
"55 QUEENS ROAD, MELBOURNE",PORT PHILLIP,UNIT,Residential Growth Zone,large_area,MELBOURNE,108,Large
"55 VICTORIA HARBOUR PROMENADE, DOCKLANDS",MELBOURNE,UNIT,Docklands Zone,large_area,DOCKLANDS,108,Large
"41 BATMAN STREET, WEST MELBOURNE",MELBOURNE,UNIT,Mixed Use Zone,medium_area,WEST MELBOURNE,108,Large
"61 GALADA AVENUE, PARKVILLE",MELBOURNE,UNIT,Residential Growth Zone,medium_area,PARKVILLE,107,Large
"53 BATMAN STREET, WEST MELBOURNE",MELBOURNE,UNIT,Mixed Use Zone,small_area,WEST MELBOURNE,107,Large
"1 RIVERSIDE QUAY, SOUTHBANK",MELBOURNE,UNIT,Capital City Zone,large_area,SOUTHBANK,106,Large
"333 ASCOT VALE ROAD, MOONEE PONDS",MOONEE VALLEY,UNIT,Activity Centre Zone,medium_area,MOONEE PONDS,106,Large
"21 ROBERT STREET, COLLINGWOOD",YARRA,UNIT,Mixed Use Zone,large_area,COLLINGWOOD,106,Large
"145 QUEENSBERRY STREET, CARLTON",MELBOURNE,UNIT,Mixed Use Zone,medium_area,CARLTON,105,Large
"387 DOCKLANDS DRIVE, DOCKLANDS",MELBOURNE,UNIT,Docklands Zone,large_area,DOCKLANDS,105,Large
"1 GROSVENOR STREET, DONCASTER",MANNINGHAM,UNIT,Activity Centre Zone,large_area,DONCASTER,104,Large
"181 FITZROY STREET, ST KILDA",PORT PHILLIP,UNIT,Commercial 1 Zone,large_area,ST KILDA,104,Large
"73 RIVER STREET, RICHMOND",YARRA,UNIT,Commercial 1 Zone,large_area,RICHMOND,104,Large
"77 HOBSONS ROAD, KENSINGTON",MELBOURNE,UNIT,Mixed Use Zone,large_area,KENSINGTON,103,Large
"118 DUDLEY STREET, WEST MELBOURNE",MELBOURNE,UNIT,Mixed Use Zone,large_area,WEST MELBOURNE,103,Large
"77 QUEENS ROAD, MELBOURNE",PORT PHILLIP,UNIT,Residential Growth Zone,large_area,MELBOURNE,103,Large
"108 HAINES STREET, NORTH MELBOURNE",MELBOURNE,UNIT,Mixed Use Zone,medium_area,NORTH MELBOURNE,102,Large
"33 CLARKE STREET, SOUTHBANK",MELBOURNE,UNIT,Capital City Zone,small_area,SOUTHBANK,102,Large
"163 CITY ROAD, SOUTHBANK",MELBOURNE,UNIT,Capital City Zone,medium_area,SOUTHBANK,101,Large
"68 WESTS ROAD, MARIBYRNONG",MARIBYRNONG,UNIT,Mixed Use Zone,large_area,MARIBYRNONG,101,Large
"280 SPENCER STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,small_area,MELBOURNE,100,Large
"318 LITTLE LONSDALE STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,medium_area,MELBOURNE,99,Large
"450 ST KILDA ROAD, MELBOURNE",PORT PHILLIP,UNIT,Commercial 1 Zone,large_area,MELBOURNE,99,Large
"29 MARKET STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,medium_area,MELBOURNE,99,Large
"2 WESTS ROAD, MARIBYRNONG",MARIBYRNONG,UNIT,Mixed Use Zone,large_area,MARIBYRNONG,98,Large
"325 COLLINS STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,medium_area,MELBOURNE,98,Large
"33 JEFFCOTT STREET, WEST MELBOURNE",MELBOURNE,UNIT,Mixed Use Zone,large_area,WEST MELBOURNE,98,Large
"570 SWANSTON STREET, CARLTON",MELBOURNE,UNIT,Mixed Use Zone,medium_area,CARLTON,97,Large
"65 STABLES CIRCUIT, DONCASTER",MANNINGHAM,UNIT,Residential Growth Zone,large_area,DONCASTER,97,Large
"609 VICTORIA STREET, ABBOTSFORD",YARRA,UNIT,Priority Development Zone,large_area,ABBOTSFORD,96,Large
"33 LA TROBE STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,large_area,MELBOURNE,96,Large
"8 GROSVENOR STREET, ABBOTSFORD",YARRA,UNIT,Commercial 1 Zone,large_area,ABBOTSFORD,96,Large
"360 ST KILDA ROAD, MELBOURNE",PORT PHILLIP,UNIT,Commercial 1 Zone,large_area,MELBOURNE,95,Large
"300 SWANSTON STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,large_area,MELBOURNE,95,Large
"495 RATHDOWNE STREET, CARLTON",MELBOURNE,UNIT,Residential Growth Zone,medium_area,CARLTON,94,Large
"31 GRATTAN STREET, PRAHRAN",STONNINGTON,UNIT,Activity Centre Zone,medium_area,PRAHRAN,94,Large
"14 ELIZABETH STREET, MALVERN",STONNINGTON,UNIT,General Residential Zone,large_area,MALVERN,94,Large
"25 COVENTRY STREET, SOUTHBANK",MELBOURNE,UNIT,Mixed Use Zone,medium_area,SOUTHBANK,93,Large
"8 WELLS STREET, SOUTHBANK",MELBOURNE,UNIT,Mixed Use Zone,large_area,SOUTHBANK,93,Large
"327 LA TROBE STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,small_area,MELBOURNE,93,Large
"42 BALSTON STREET, SOUTHBANK",MELBOURNE,UNIT,Capital City Zone,medium_area,SOUTHBANK,92,Large
"6 ACACIA PLACE, ABBOTSFORD",YARRA,UNIT,Commercial 1 Zone,large_area,ABBOTSFORD,92,Large
"83 FLEMINGTON ROAD, NORTH MELBOURNE",MELBOURNE,UNIT,Mixed Use Zone,medium_area,NORTH MELBOURNE,92,Large
"632 ST KILDA ROAD, MELBOURNE",PORT PHILLIP,UNIT,Commercial 1 Zone,large_area,MELBOURNE,92,Large
"51 GORDON STREET, FOOTSCRAY",MARIBYRNONG,UNIT,Mixed Use Zone,medium_area,FOOTSCRAY,91,Large
"221 STURT STREET, SOUTHBANK",MELBOURNE,HOUSE,Capital City Zone,large_area,SOUTHBANK,91,Large
"89 GLADSTONE STREET, SOUTH MELBOURNE",PORT PHILLIP,UNIT,Capital City Zone,small_area,SOUTH MELBOURNE,90,Large
"26 SOUTHGATE AVENUE, SOUTHBANK",MELBOURNE,UNIT,Capital City Zone,medium_area,SOUTHBANK,90,Large
"90 BUCKLEY STREET, FOOTSCRAY",MARIBYRNONG,UNIT,Activity Centre Zone,medium_area,FOOTSCRAY,90,Large
"28 SOUTHGATE AVENUE, SOUTHBANK",MELBOURNE,UNIT,Capital City Zone,medium_area,SOUTHBANK,89,Large
"146 BELL STREET, COBURG",MERRI-BEK,UNIT,Activity Centre Zone,large_area,COBURG,89,Large
"240 BARKLY STREET, FOOTSCRAY",MARIBYRNONG,UNIT,Activity Centre Zone,large_area,FOOTSCRAY,88,Large
"131 LONSDALE STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,medium_area,MELBOURNE,88,Large
"800 CHAPEL STREET, SOUTH YARRA",STONNINGTON,UNIT,Activity Centre Zone,large_area,SOUTH YARRA,87,Large
"594 ST KILDA ROAD, MELBOURNE",PORT PHILLIP,UNIT,Commercial 1 Zone,large_area,MELBOURNE,87,Large
"71 RIVERSDALE ROAD, HAWTHORN",BOROONDARA,UNIT,Residential Growth Zone,medium_area,HAWTHORN,87,Large
"52 PARK STREET, SOUTH MELBOURNE",PORT PHILLIP,UNIT,Mixed Use Zone,medium_area,SOUTH MELBOURNE,87,Large
"68 CAMBRIDGE STREET, COLLINGWOOD",YARRA,UNIT,Mixed Use Zone,medium_area,COLLINGWOOD,86,Large
"80 LORIMER STREET, DOCKLANDS",MELBOURNE,UNIT,Docklands Zone,large_area,DOCKLANDS,86,Large
"58 VILLIERS STREET, NORTH MELBOURNE",MELBOURNE,UNIT,Mixed Use Zone,medium_area,NORTH MELBOURNE,85,Large
"51 RATHDOWNE STREET, CARLTON",MELBOURNE,UNIT,Mixed Use Zone,large_area,CARLTON,84,Large
"7 YARRA STREET, SOUTH YARRA",STONNINGTON,UNIT,Activity Centre Zone,medium_area,SOUTH YARRA,83,Large
"138 CAMBERWELL ROAD, HAWTHORN EAST",BOROONDARA,UNIT,Commercial 1 Zone,large_area,HAWTHORN EAST,83,Large
"250 BARKLY STREET, FOOTSCRAY",MARIBYRNONG,UNIT,Activity Centre Zone,medium_area,FOOTSCRAY,83,Large
"601 LITTLE COLLINS STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,medium_area,MELBOURNE,83,Large
"469 ST KILDA ROAD, MELBOURNE",MELBOURNE,UNIT,Commercial 1 Zone,large_area,MELBOURNE,83,Large
"81 RIVERSDALE ROAD, HAWTHORN",BOROONDARA,UNIT,Commercial 1 Zone,large_area,HAWTHORN,83,Large
"59 PAISLEY STREET, FOOTSCRAY",MARIBYRNONG,UNIT,Activity Centre Zone,large_area,FOOTSCRAY,82,Large
"45 EDGEWATER BOULEVARD, MARIBYRNONG",MARIBYRNONG,UNIT,Comprehensive Development Zone,large_area,MARIBYRNONG,82,Large
"268 FLINDERS STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,medium_area,MELBOURNE,82,Large
"582 ST KILDA ROAD, MELBOURNE",PORT PHILLIP,UNIT,Commercial 1 Zone,large_area,MELBOURNE,82,Large
"551 FLINDERS LANE, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,medium_area,MELBOURNE,82,Large
"253 BRIDGE ROAD, RICHMOND",YARRA,UNIT,Commercial 1 Zone,large_area,RICHMOND,81,Large
"28 BANK STREET, SOUTH MELBOURNE",PORT PHILLIP,UNIT,Mixed Use Zone,large_area,SOUTH MELBOURNE,81,Large
"83 QUEENS ROAD, MELBOURNE",PORT PHILLIP,UNIT,Commercial 1 Zone,large_area,MELBOURNE,81,Large
"377 BURWOOD ROAD, HAWTHORN",BOROONDARA,UNIT,Commercial 1 Zone,medium_area,HAWTHORN,80,Large
"123 PELHAM STREET, CARLTON",MELBOURNE,UNIT,Mixed Use Zone,medium_area,CARLTON,80,Large
"35 WILSON STREET, SOUTH YARRA",STONNINGTON,UNIT,Activity Centre Zone,medium_area,SOUTH YARRA,79,Large
"812 SYDNEY ROAD, BRUNSWICK",MERRI-BEK,UNIT,Commercial 1 Zone,medium_area,BRUNSWICK,79,Large
"139 LONSDALE STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,small_area,MELBOURNE,79,Large
"100 KEILOR ROAD, ESSENDON NORTH",MOONEE VALLEY,UNIT,Commercial 1 Zone,medium_area,ESSENDON NORTH,79,Large
"505 ST KILDA ROAD, MELBOURNE",MELBOURNE,UNIT,Commercial 1 Zone,large_area,MELBOURNE,79,Large
"91 GALADA AVENUE, PARKVILLE",MELBOURNE,UNIT,Residential Growth Zone,large_area,PARKVILLE,78,Large
"22 COROMANDEL PLACE, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,small_area,MELBOURNE,78,Large
"70 QUEENS ROAD, MELBOURNE",PORT PHILLIP,UNIT,Residential Growth Zone,large_area,MELBOURNE,78,Large
"24 BARKLY PLACE, CARLTON",MELBOURNE,UNIT,Capital City Zone,small_area,CARLTON,78,Large
"8 MONTROSE STREET, HAWTHORN EAST",BOROONDARA,UNIT,Commercial 1 Zone,medium_area,HAWTHORN EAST,78,Large
"43 THERRY STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,medium_area,MELBOURNE,77,Large
"639 LITTLE BOURKE STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,medium_area,MELBOURNE,77,Large
"16 PORTER STREET, PRAHRAN",STONNINGTON,UNIT,Activity Centre Zone,large_area,PRAHRAN,77,Large
"188 MACAULAY ROAD, NORTH MELBOURNE",MELBOURNE,UNIT,Mixed Use Zone,large_area,NORTH MELBOURNE,77,Large
"311 BURWOOD ROAD, HAWTHORN",BOROONDARA,UNIT,Commercial 1 Zone,large_area,HAWTHORN,76,Large
"251 JOHNSTON STREET, ABBOTSFORD",YARRA,UNIT,Commercial 1 Zone,large_area,ABBOTSFORD,76,Large
"11 FLOCKHART STREET, ABBOTSFORD",YARRA,UNIT,Commercial 1 Zone,large_area,ABBOTSFORD,76,Large
"151 FITZROY STREET, ST KILDA",PORT PHILLIP,UNIT,Commercial 1 Zone,large_area,ST KILDA,76,Large
"220 COMMERCIAL ROAD, PRAHRAN",STONNINGTON,UNIT,Activity Centre Zone,large_area,PRAHRAN,76,Large
"585 LA TROBE STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,medium_area,MELBOURNE,76,Large
"12 YARRA STREET, SOUTH YARRA",STONNINGTON,UNIT,Activity Centre Zone,large_area,SOUTH YARRA,76,Large
"140 SWAN STREET, CREMORNE",YARRA,UNIT,Commercial 1 Zone,large_area,CREMORNE,76,Large
"70 SPEAKMEN STREET, KENSINGTON",MELBOURNE,UNIT,General Residential Zone,large_area,KENSINGTON,76,Large
"7 THOMAS HOLMES STREET, MARIBYRNONG",MARIBYRNONG,HOUSE,Comprehensive Development Zone,large_area,MARIBYRNONG,76,Large
"9 DARLING STREET, SOUTH YARRA",STONNINGTON,FLATS,General Residential Zone,medium_area,SOUTH YARRA,76,Large
"60 MARKET STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,medium_area,MELBOURNE,76,Large
"14 NICHOLSON STREET, COBURG",MERRI-BEK,UNIT,Commercial 1 Zone,large_area,COBURG,75,Large
"91 TRAM ROAD, DONCASTER",MANNINGHAM,UNIT,Activity Centre Zone,medium_area,DONCASTER,75,Large
"394 COLLINS STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,medium_area,MELBOURNE,75,Large
"102 CAMBERWELL ROAD, HAWTHORN EAST",BOROONDARA,UNIT,Commercial 1 Zone,large_area,HAWTHORN EAST,75,Large
"7 KING STREET, PRAHRAN",STONNINGTON,UNIT,Activity Centre Zone,medium_area,PRAHRAN,75,Large
"6 EVERGREEN MEWS, ARMADALE",STONNINGTON,UNIT,Mixed Use Zone,large_area,ARMADALE,75,Large
"22 KAVANAGH STREET, SOUTHBANK",MELBOURNE,UNIT,Capital City Zone,medium_area,SOUTHBANK,75,Large
"31 SPRING STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,small_area,MELBOURNE,74,Large
"102 WELLS STREET, SOUTHBANK",MELBOURNE,UNIT,Mixed Use Zone,large_area,SOUTHBANK,74,Large
"418 ST KILDA ROAD, MELBOURNE",PORT PHILLIP,UNIT,Commercial 1 Zone,large_area,MELBOURNE,74,Large
"300 VICTORIA STREET, BRUNSWICK",MERRI-BEK,UNIT,Commercial 1 Zone,medium_area,BRUNSWICK,74,Large
"163 CREMORNE STREET, CREMORNE",YARRA,UNIT,Comprehensive Development Zone,large_area,CREMORNE,74,Large
"9 HEWITT AVENUE, FOOTSCRAY",MARIBYRNONG,UNIT,General Residential Zone,large_area,FOOTSCRAY,74,Large
"838 BOURKE STREET, DOCKLANDS",MELBOURNE,UNIT,Docklands Zone,medium_area,DOCKLANDS,74,Large
"478 SWANSTON STREET, CARLTON",MELBOURNE,UNIT,Mixed Use Zone,large_area,CARLTON,74,Large
"67 GALADA AVENUE, PARKVILLE",MELBOURNE,UNIT,Residential Growth Zone,large_area,PARKVILLE,73,Large
"700 CHAPEL STREET, SOUTH YARRA",STONNINGTON,UNIT,Activity Centre Zone,large_area,SOUTH YARRA,73,Large
"55 HOPKINS STREET, FOOTSCRAY",MARIBYRNONG,UNIT,Activity Centre Zone,medium_area,FOOTSCRAY,73,Large
"155 FRANKLIN STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,large_area,MELBOURNE,73,Large
"442 ST KILDA ROAD, MELBOURNE",PORT PHILLIP,UNIT,Commercial 1 Zone,large_area,MELBOURNE,73,Large
"148 WELLS STREET, SOUTH MELBOURNE",PORT PHILLIP,UNIT,Mixed Use Zone,large_area,SOUTH MELBOURNE,73,Large
"1 ACACIA PLACE, ABBOTSFORD",YARRA,UNIT,Commercial 1 Zone,large_area,ABBOTSFORD,72,Large
"8 GARDEN STREET, SOUTH YARRA",STONNINGTON,UNIT,Activity Centre Zone,medium_area,SOUTH YARRA,72,Large
"400 VICTORIA PARADE, EAST MELBOURNE",MELBOURNE,UNIT,General Residential Zone,large_area,EAST MELBOURNE,72,Large
"1101 TOORAK ROAD, CAMBERWELL",BOROONDARA,UNIT,Commercial 1 Zone,medium_area,CAMBERWELL,72,Large
"568 ST KILDA ROAD, MELBOURNE",PORT PHILLIP,UNIT,Commercial 1 Zone,large_area,MELBOURNE,72,Large
"19 RUSSELL STREET, ESSENDON",MOONEE VALLEY,UNIT,Commercial 1 Zone,medium_area,ESSENDON,72,Large
"1 QUEENS AVENUE, HAWTHORN",BOROONDARA,UNIT,Commercial 1 Zone,small_area,HAWTHORN,71,Large
"431 ST KILDA ROAD, MELBOURNE",MELBOURNE,UNIT,Commercial 1 Zone,large_area,MELBOURNE,71,Large
"10 CLAREMONT STREET, SOUTH YARRA",STONNINGTON,UNIT,Activity Centre Zone,small_area,SOUTH YARRA,71,Large
"55 MERCHANT STREET, DOCKLANDS",MELBOURNE,UNIT,Docklands Zone,large_area,DOCKLANDS,71,Large
"23 BLACKWOOD STREET, NORTH MELBOURNE",MELBOURNE,UNIT,Mixed Use Zone,large_area,NORTH MELBOURNE,71,Large
"87 HIGH STREET, PRAHRAN",STONNINGTON,UNIT,Activity Centre Zone,large_area,PRAHRAN,71,Large
"9 EARL STREET, CARLTON",MELBOURNE,UNIT,Mixed Use Zone,small_area,CARLTON,71,Large
"37 BREESE STREET, BRUNSWICK",MERRI-BEK,UNIT,Commercial 1 Zone,medium_area,BRUNSWICK,71,Large
"139 BOUVERIE STREET, CARLTON",MELBOURNE,UNIT,Capital City Zone,small_area,CARLTON,71,Large
"166 WELLINGTON PARADE, EAST MELBOURNE",MELBOURNE,UNIT,Commercial 1 Zone,medium_area,EAST MELBOURNE,70,Large
"1050 MT ALEXANDER ROAD, ESSENDON",MOONEE VALLEY,UNIT,Commercial 1 Zone,medium_area,ESSENDON,70,Large
"518 SWANSTON STREET, CARLTON",MELBOURNE,UNIT,Mixed Use Zone,small_area,CARLTON,70,Large
"320 ST KILDA ROAD, SOUTHBANK",MELBOURNE,UNIT,Mixed Use Zone,medium_area,SOUTHBANK,70,Large
"45 CLAREMONT STREET, SOUTH YARRA",STONNINGTON,UNIT,Activity Centre Zone,small_area,SOUTH YARRA,70,Large
"500 FLINDERS STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,small_area,MELBOURNE,70,Large
"17 LYNCH STREET, HAWTHORN",BOROONDARA,UNIT,Commercial 1 Zone,large_area,HAWTHORN,70,Large
"480 ST KILDA ROAD, MELBOURNE",PORT PHILLIP,UNIT,Commercial 1 Zone,large_area,MELBOURNE,69,Large
"2 GILLIES STREET, ESSENDON NORTH",MOONEE VALLEY,UNIT,Commercial 1 Zone,large_area,ESSENDON NORTH,69,Large
"139 BOURKE STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,small_area,MELBOURNE,68,Large
"1 DYER STREET, RICHMOND",YARRA,UNIT,Mixed Use Zone,large_area,RICHMOND,68,Large
"4 ACACIA PLACE, ABBOTSFORD",YARRA,UNIT,Commercial 1 Zone,large_area,ABBOTSFORD,68,Large
"179 BOUNDARY ROAD, NORTH MELBOURNE",MELBOURNE,UNIT,Commercial 1 Zone,medium_area,NORTH MELBOURNE,68,Large
"2 EASTERN PLACE, HAWTHORN EAST",BOROONDARA,UNIT,Commercial 1 Zone,small_area,HAWTHORN EAST,68,Large
"5 SOVEREIGN POINT COURT, DONCASTER",MANNINGHAM,UNIT,Activity Centre Zone,large_area,DONCASTER,68,Large
"151 BERKELEY STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,small_area,MELBOURNE,68,Large
"1044 MT ALEXANDER ROAD, ESSENDON",MOONEE VALLEY,UNIT,Commercial 1 Zone,medium_area,ESSENDON,68,Large
"127 LEICESTER STREET, CARLTON",MELBOURNE,UNIT,Capital City Zone,small_area,CARLTON,67,Large
"2 ALBERT ROAD, SOUTH MELBOURNE",PORT PHILLIP,UNIT,Commercial 1 Zone,large_area,SOUTH MELBOURNE,67,Large
"101 BAY STREET, PORT MELBOURNE",PORT PHILLIP,UNIT,Mixed Use Zone,large_area,PORT MELBOURNE,67,Large
"1 ENCOUNTER WAY, DOCKLANDS",MELBOURNE,UNIT,Docklands Zone,large_area,DOCKLANDS,67,Large
"227 TOORAK ROAD, SOUTH YARRA",STONNINGTON,UNIT,Activity Centre Zone,large_area,SOUTH YARRA,67,Large
"2 NEWMARKET WAY, FLEMINGTON",MOONEE VALLEY,UNIT,General Residential Zone,large_area,FLEMINGTON,66,Large
"211 WELLINGTON PARADE SOUTH, EAST MELBOURNE",MELBOURNE,UNIT,General Residential Zone,large_area,EAST MELBOURNE,66,Large
"38 ALBERT ROAD, SOUTH MELBOURNE",PORT PHILLIP,UNIT,Commercial 1 Zone,medium_area,SOUTH MELBOURNE,66,Large
"88 PARK STREET, SOUTH MELBOURNE",PORT PHILLIP,UNIT,Mixed Use Zone,large_area,SOUTH MELBOURNE,66,Large
"862 GLENFERRIE ROAD, HAWTHORN",BOROONDARA,UNIT,Commercial 1 Zone,large_area,HAWTHORN,66,Large
"92 ALBERT STREET, BRUNSWICK EAST",MERRI-BEK,UNIT,Mixed Use Zone,large_area,BRUNSWICK EAST,66,Large
"8 GARFIELD STREET, RICHMOND",YARRA,UNIT,Mixed Use Zone,large_area,RICHMOND,65,Large
"205 BURNLEY STREET, RICHMOND",YARRA,UNIT,General Residential Zone,large_area,RICHMOND,65,Large
"31 MALCOLM STREET, SOUTH YARRA",STONNINGTON,UNIT,Activity Centre Zone,large_area,SOUTH YARRA,65,Large
"668 SWANSTON STREET, CARLTON",MELBOURNE,UNIT,Mixed Use Zone,medium_area,CARLTON,65,Large
"25 TRENT STREET, GLEN IRIS",BOROONDARA,UNIT,Commercial 1 Zone,large_area,GLEN IRIS,65,Large
"88 WELLS STREET, SOUTHBANK",MELBOURNE,HOUSE,Mixed Use Zone,large_area,SOUTHBANK,64,Large
"299 QUEEN STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,medium_area,MELBOURNE,64,Large
"1 GRAHAM STREET, PORT MELBOURNE",PORT PHILLIP,UNIT,Residential Growth Zone,large_area,PORT MELBOURNE,64,Large
"23 QUEENS ROAD, MELBOURNE",PORT PHILLIP,UNIT,Residential Growth Zone,large_area,MELBOURNE,64,Large
"1501 MALVERN ROAD, GLEN IRIS",STONNINGTON,UNIT,Commercial 1 Zone,medium_area,GLEN IRIS,64,Large
"8 WALLEN ROAD, HAWTHORN",BOROONDARA,UNIT,Mixed Use Zone,large_area,HAWTHORN,64,Large
"360 LYGON STREET, BRUNSWICK EAST",MERRI-BEK,UNIT,Commercial 1 Zone,medium_area,BRUNSWICK EAST,64,Large
"71 HENRY STREET, KENSINGTON",MELBOURNE,UNIT,General Residential Zone,large_area,KENSINGTON,63,Large
"110 KEILOR ROAD, ESSENDON NORTH",MOONEE VALLEY,UNIT,Commercial 1 Zone,large_area,ESSENDON NORTH,63,Large
"750 BOURKE STREET, DOCKLANDS",MELBOURNE,UNIT,Docklands Zone,large_area,DOCKLANDS,62,Large
"7 RED HILL TERRACE, DONCASTER EAST",MANNINGHAM,UNIT,Residential Growth Zone,large_area,DONCASTER EAST,62,Large
"26 BREESE STREET, BRUNSWICK",MERRI-BEK,UNIT,Commercial 1 Zone,medium_area,BRUNSWICK,62,Large
"39 APPLETON STREET, RICHMOND",YARRA,UNIT,Mixed Use Zone,large_area,RICHMOND,62,Large
"54 LA SCALA AVENUE, MARIBYRNONG",MARIBYRNONG,UNIT,Comprehensive Development Zone,large_area,MARIBYRNONG,62,Large
"253 FRANKLIN STREET, MELBOURNE",MELBOURNE,HOUSE,Capital City Zone,medium_area,MELBOURNE,62,Large
"4 BREESE STREET, BRUNSWICK",MERRI-BEK,HOUSE,Commercial 1 Zone,medium_area,BRUNSWICK,62,Large
"171 FLEMINGTON ROAD, NORTH MELBOURNE",MELBOURNE,UNIT,General Residential Zone,large_area,NORTH MELBOURNE,62,Large
"1 ROY STREET, MELBOURNE",PORT PHILLIP,UNIT,Residential Growth Zone,large_area,MELBOURNE,62,Large
"112 A'BECKETT STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,medium_area,MELBOURNE,62,Large
"55 VILLIERS STREET, NORTH MELBOURNE",MELBOURNE,UNIT,Mixed Use Zone,medium_area,NORTH MELBOURNE,61,Large
"44 SKYLINE DRIVE, MARIBYRNONG",MARIBYRNONG,UNIT,Comprehensive Development Zone,large_area,MARIBYRNONG,61,Large
"158 SMITH STREET, COLLINGWOOD",YARRA,UNIT,Commercial 1 Zone,large_area,COLLINGWOOD,61,Large
"232 ROUSE STREET, PORT MELBOURNE",PORT PHILLIP,UNIT,Mixed Use Zone,large_area,PORT MELBOURNE,61,Large
"661 CHAPEL STREET, SOUTH YARRA",STONNINGTON,UNIT,Activity Centre Zone,medium_area,SOUTH YARRA,61,Large
"279 WELLINGTON PARADE SOUTH, EAST MELBOURNE",MELBOURNE,UNIT,Mixed Use Zone,large_area,EAST MELBOURNE,61,Large
"64 WESTS ROAD, MARIBYRNONG",MARIBYRNONG,UNIT,Mixed Use Zone,large_area,MARIBYRNONG,61,Large
"801 BOURKE STREET, DOCKLANDS",MELBOURNE,UNIT,Docklands Zone,large_area,DOCKLANDS,60,Large
"33 JUDD STREET, RICHMOND",YARRA,UNIT,Commercial 1 Zone,large_area,RICHMOND,60,Large
"99 DOW STREET, PORT MELBOURNE",PORT PHILLIP,UNIT,Mixed Use Zone,large_area,PORT MELBOURNE,60,Large
"60 BELGRAVE ROAD, MALVERN EAST",STONNINGTON,HOUSE,Commercial 1 Zone,large_area,MALVERN EAST,60,Large
"64 KEILOR ROAD, ESSENDON NORTH",MOONEE VALLEY,UNIT,Commercial 1 Zone,medium_area,ESSENDON NORTH,60,Large
"187 REYNOLDS ROAD, DONCASTER EAST",MANNINGHAM,UNIT,Residential Growth Zone,large_area,DONCASTER EAST,60,Large
"39 DORCAS STREET, SOUTH MELBOURNE",PORT PHILLIP,UNIT,Mixed Use Zone,large_area,SOUTH MELBOURNE,60,Large
"18 YARRA STREET, SOUTH YARRA",STONNINGTON,UNIT,Activity Centre Zone,small_area,SOUTH YARRA,59,Large
"72 ALTONA STREET, KENSINGTON",MELBOURNE,UNIT,General Residential Zone,large_area,KENSINGTON,59,Large
"951 DANDENONG ROAD, MALVERN EAST",STONNINGTON,UNIT,Residential Growth Zone,medium_area,MALVERN EAST,59,Large
"699 BARKLY STREET, WEST FOOTSCRAY",MARIBYRNONG,UNIT,General Residential Zone,large_area,WEST FOOTSCRAY,59,Large
"68 LEVESON STREET, NORTH MELBOURNE",MELBOURNE,UNIT,Mixed Use Zone,large_area,NORTH MELBOURNE,59,Large
"16 LIVERPOOL STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,small_area,MELBOURNE,59,Large
"314 PASCOE VALE ROAD, ESSENDON",MOONEE VALLEY,UNIT,Mixed Use Zone,large_area,ESSENDON,59,Large
"9 DEGRAVES STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,medium_area,MELBOURNE,59,Large
"238 FLINDERS LANE, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,medium_area,MELBOURNE,58,Large
"29 LYNCH STREET, HAWTHORN",BOROONDARA,UNIT,Commercial 1 Zone,medium_area,HAWTHORN,58,Large
"31 QUEENS AVENUE, HAWTHORN",BOROONDARA,UNIT,Commercial 1 Zone,medium_area,HAWTHORN,58,Large
"501 LITTLE COLLINS STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,medium_area,MELBOURNE,58,Large
